,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,cci,pvo,willr,kama,ao,sp,psar,atr,adx,aroon,keltner,boll,stochrsi,macd,kst,vol,trix,emad,ema,hichi
322,322,322.0,322.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],967.16,-3.28,-4.03,0.78,0.64,-0.97,3.55,0.54,7.0,1.0,6.0,14.29,-0.47,0.64,-0.66,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
663,663,663.0,663.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],966.9,-3.31,-4.03,0.75,3.28,-3.05,10.35,8.77,112.0,45.0,67.0,40.18,-0.02,0.73,-0.53,1000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4950,4950,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],966.12,-3.38,-4.03,0.67,6.29,-5.19,34.35,34.73,484.0,204.0,280.0,42.15,0.0,0.71,-0.51,1000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
634,634,634.0,634.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],965.93,-3.4,-4.03,0.65,1.25,-4.57,4.59,0.35,2.0,1.0,1.0,50.0,-1.66,1.25,-4.57,1000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4665,4665,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],965.91,-3.41,-4.03,0.65,4.31,-3.99,4.18,0.47,5.0,2.0,3.0,40.0,-0.64,2.18,-2.52,1000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
685,685,685.0,685.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],965.69,-3.43,-4.03,0.62,5.19,-3.79,8.83,4.62,58.0,22.0,36.0,37.93,-0.05,1.06,-0.72,1000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
3749,3749,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],965.61,-3.43,-4.03,0.62,2.64,-1.52,9.93,29.08,385.0,141.0,244.0,36.62,-0.0,0.25,-0.15,1000,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1685,1685,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],965.49,-3.45,-4.03,0.6,5.46,-1.52,19.51,42.15,587.0,187.0,400.0,31.86,-0.0,0.36,-0.17,1000,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
905,905,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],965.27,-3.47,-4.03,0.58,0.0,-2.82,3.47,0.15,2.0,0.0,2.0,0.0,-1.74,0.0,-1.74,1000,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2042,2042,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],964.63,-3.53,-4.03,0.51,0.0,-2.38,3.53,0.23,3.0,0.0,3.0,0.0,-1.19,0.0,-1.19,1000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3976,3976,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],963.92,-3.6,-4.03,0.44,2.67,-2.62,19.68,19.54,263.0,111.0,152.0,42.21,-0.01,0.53,-0.4,1000,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4558,4558,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],963.78,-3.62,-4.03,0.43,6.31,-4.38,11.7,4.92,62.0,34.0,28.0,54.84,-0.05,0.79,-1.06,1000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3427,3427,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],963.72,-3.62,-4.03,0.42,2.64,-2.66,10.16,33.33,440.0,175.0,265.0,39.77,-0.0,0.21,-0.15,1000,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
554,554,554.0,554.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],963.15,-3.68,-4.03,0.36,5.47,-1.52,18.8,41.47,576.0,187.0,389.0,32.47,-0.0,0.37,-0.18,1000,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
3480,3480,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],962.99,-3.7,-4.03,0.34,3.45,-2.8,10.0,9.33,119.0,38.0,81.0,31.93,-0.02,0.72,-0.38,1000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4335,4335,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],962.53,-3.74,-4.03,0.29,2.42,-3.02,17.34,34.1,457.0,267.0,190.0,58.42,-0.0,0.29,-0.42,1000,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1641,1641,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],962.38,-3.76,-4.03,0.28,1.72,-1.52,10.5,54.66,716.0,286.0,430.0,39.94,-0.0,0.18,-0.12,1000,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
730,730,730.0,730.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],961.88,-3.81,-4.03,0.23,5.75,-1.52,16.12,53.11,727.0,274.0,453.0,37.69,-0.0,0.27,-0.16,1000,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
28,28,28.0,28.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],961.85,-3.81,-4.03,0.22,9.93,-8.31,24.4,9.22,121.0,69.0,52.0,57.02,-0.01,1.04,-1.4,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1059,1059,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],961.82,-3.81,-4.03,0.22,2.06,-4.62,5.75,0.42,3.0,1.0,2.0,33.33,-1.24,2.06,-2.89,1000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
3383,3383,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],961.74,-3.82,-4.03,0.21,7.15,-2.33,11.86,7.03,86.0,23.0,63.0,26.74,-0.03,1.23,-0.5,1000,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3143,3143,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],961.7,-3.83,-4.03,0.21,0.0,-3.81,3.83,0.26,1.0,0.0,1.0,0.0,-3.81,0.0,-3.81,1000,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3723,3723,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],961.4,-3.86,-4.03,0.18,7.28,-2.33,11.7,6.9,84.0,25.0,59.0,29.76,-0.04,1.05,-0.5,1000,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4399,4399,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],961.17,-3.88,-4.03,0.15,0.97,-4.99,5.0,0.42,3.0,2.0,1.0,66.67,-1.27,0.6,-4.99,1000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
912,912,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],960.85,-3.91,-4.03,0.12,0.98,-1.45,5.75,2.15,28.0,14.0,14.0,50.0,-0.14,0.25,-0.52,1000,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
508,508,508.0,508.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],960.52,-3.94,-4.03,0.09,2.08,-2.63,8.77,1.01,13.0,5.0,8.0,38.46,-0.3,1.11,-1.17,1000,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1645,1645,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],960.24,-3.97,-4.03,0.06,1.72,-1.52,14.95,86.92,1191.0,538.0,653.0,45.17,0.0,0.16,-0.13,1000,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
3337,3337,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],959.9,-4.01,-4.03,0.02,5.48,-3.51,10.25,4.37,55.0,18.0,37.0,32.73,-0.06,1.36,-0.75,1000,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3328,3328,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],959.59,-4.04,-4.03,-0.01,1.88,-1.9,7.72,27.71,356.0,173.0,183.0,48.6,-0.01,0.21,-0.22,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
3727,3727,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],959.04,-4.09,-4.03,-0.07,1.82,-1.52,6.49,17.04,218.0,104.0,114.0,47.71,-0.01,0.17,-0.19,1000,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3434,3434,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],958.8,-4.12,-4.03,-0.09,2.0,-2.32,12.21,32.02,425.0,170.0,255.0,40.0,-0.01,0.24,-0.17,1000,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
3431,3431,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],957.76,-4.22,-4.03,-0.2,3.55,-3.1,7.71,3.03,38.0,15.0,23.0,39.47,-0.1,0.85,-0.72,1000,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2161,2161,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],957.63,-4.23,-4.03,-0.22,1.2,-1.08,6.93,4.75,61.0,16.0,45.0,26.23,-0.07,0.34,-0.21,1000,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
4792,4792,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],957.28,-4.27,-4.03,-0.25,7.1,-4.34,34.04,29.64,412.0,195.0,217.0,47.33,-0.0,0.68,-0.61,1000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1542,1542,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],956.15,-4.38,-4.03,-0.37,0.09,-4.11,4.46,0.31,3.0,1.0,2.0,33.33,-1.46,0.09,-2.23,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3717,3717,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],956.15,-4.38,-4.03,-0.37,0.09,-4.11,4.46,0.31,3.0,1.0,2.0,33.33,-1.46,0.09,-2.23,1000,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3389,3389,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],955.98,-4.4,-4.03,-0.39,1.7,-1.81,4.4,0.62,8.0,2.0,6.0,25.0,-0.55,1.14,-1.11,1000,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1062,1062,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],955.77,-4.42,-4.03,-0.41,3.84,-2.45,14.79,7.28,98.0,30.0,68.0,30.61,-0.04,0.94,-0.47,1000,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
2703,2703,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],955.7,-4.43,-4.03,-0.42,0.0,-2.76,4.43,0.34,2.0,0.0,2.0,0.0,-2.23,0.0,-2.23,1000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2196,2196,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],955.6,-4.44,-4.03,-0.43,5.25,-2.81,29.07,96.21,1302.0,419.0,883.0,32.18,0.0,0.52,-0.24,1000,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1543,1543,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],955.39,-4.46,-4.03,-0.45,0.0,-4.12,4.46,0.15,2.0,0.0,2.0,0.0,-2.23,0.0,-2.23,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
660,660,660.0,660.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],954.81,-4.52,-4.03,-0.51,5.78,-1.52,8.77,33.34,438.0,153.0,285.0,34.93,-0.01,0.25,-0.14,1000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
4041,4041,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],954.53,-4.54,-4.03,-0.54,3.3,-5.05,8.56,0.99,13.0,5.0,8.0,38.46,-0.34,1.07,-1.22,1000,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
490,490,490.0,490.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],954.51,-4.55,-4.03,-0.54,2.79,-1.52,8.88,34.19,448.0,150.0,298.0,33.48,-0.01,0.24,-0.13,1000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
780,780,780.0,780.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],954.45,-4.55,-4.03,-0.55,2.6,-3.6,9.2,22.91,302.0,117.0,185.0,38.74,-0.01,0.25,-0.18,1000,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
1571,1571,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],954.2,-4.58,-4.03,-0.57,3.38,-3.12,9.7,7.4,96.0,48.0,48.0,50.0,-0.04,0.55,-0.63,1000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2043,2043,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],953.97,-4.6,-4.03,-0.6,0.0,-4.6,4.6,0.07,1.0,0.0,1.0,0.0,-4.6,0.0,-4.6,1000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4303,4303,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],953.79,-4.62,-4.03,-0.62,6.3,-2.74,31.65,49.05,673.0,307.0,366.0,45.62,0.0,0.51,-0.43,1000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4281,4281,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],953.79,-4.62,-4.03,-0.62,6.3,-2.74,31.65,49.05,673.0,307.0,366.0,45.62,0.0,0.51,-0.43,1000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1684,1684,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],952.79,-4.72,-4.03,-0.72,2.77,-1.52,15.0,50.62,694.0,230.0,464.0,33.14,-0.0,0.26,-0.13,1000,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4402,4402,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],952.62,-4.73,-4.03,-0.74,3.21,-2.97,7.38,1.05,13.0,4.0,9.0,30.77,-0.35,1.88,-1.34,1000,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
4220,4220,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],952.56,-4.74,-4.03,-0.74,3.22,-7.24,16.94,9.46,123.0,73.0,50.0,59.35,-0.03,0.64,-1.01,1000,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
4071,4071,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],952.27,-4.77,-4.03,-0.77,0.0,-2.32,4.77,0.41,3.0,0.0,3.0,0.0,-1.6,0.0,-1.6,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
5008,5008,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],951.68,-4.83,-4.03,-0.84,0.0,-4.81,4.83,0.23,1.0,0.0,1.0,0.0,-4.81,0.0,-4.81,1000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4026,4026,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],951.67,-4.83,-4.03,-0.84,5.35,-2.56,20.5,44.37,607.0,311.0,296.0,51.24,-0.0,0.29,-0.31,1000,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1541,1541,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],951.52,-4.84,-4.03,-0.85,1.06,-0.88,4.84,1.17,15.0,2.0,13.0,13.33,-0.33,0.67,-0.48,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
458,458,458.0,458.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],951.49,-4.85,-4.03,-0.86,0.0,-4.85,4.85,0.07,1.0,0.0,1.0,0.0,-4.85,0.0,-4.85,1000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
4215,4215,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],951.46,-4.85,-4.03,-0.86,2.42,-3.02,27.49,49.26,696.0,438.0,258.0,62.93,-0.0,0.23,-0.39,1000,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
106,106,106.0,106.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],951.29,-4.87,-4.03,-0.88,0.63,-1.19,5.33,0.93,12.0,3.0,9.0,25.0,-0.41,0.46,-0.7,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1591,1591,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],951.17,-4.88,-4.03,-0.89,1.5,-1.43,12.02,72.29,946.0,439.0,507.0,46.41,-0.0,0.15,-0.13,1000,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
3305,3305,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],950.94,-4.9,-4.03,-0.91,4.13,-1.98,13.34,7.13,91.0,33.0,58.0,36.26,-0.05,1.0,-0.64,1000,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
3174,3174,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],950.91,-4.9,-4.03,-0.92,0.0,-4.89,4.9,0.26,1.0,0.0,1.0,0.0,-4.89,0.0,-4.89,1000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2667,2667,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],950.84,-4.91,-4.03,-0.92,1.82,-4.65,6.6,0.42,3.0,1.0,2.0,33.33,-1.62,1.82,-3.34,1000,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
515,515,515.0,515.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],950.69,-4.93,-4.03,-0.94,2.08,-2.63,7.89,1.01,13.0,5.0,8.0,38.46,-0.37,1.11,-1.3,1000,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
1574,1574,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],950.59,-4.94,-4.03,-0.95,3.72,-4.26,9.57,1.58,20.0,10.0,10.0,50.0,-0.24,0.73,-1.2,1000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3511,3511,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],950.48,-4.95,-4.03,-0.96,2.65,-2.66,11.28,26.28,350.0,148.0,202.0,42.29,-0.01,0.22,-0.18,1000,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
4739,4739,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],950.38,-4.96,-4.03,-0.97,5.58,-4.63,6.66,0.63,8.0,4.0,4.0,50.0,-0.59,1.68,-2.85,1000,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2824,2824,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],950.32,-4.96,-4.03,-0.98,0.0,-4.43,4.96,0.34,2.0,0.0,2.0,0.0,-2.48,0.0,-2.48,1000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
4868,4868,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],950.23,-4.97,-4.03,-0.99,0.3,-3.85,5.25,0.41,3.0,1.0,2.0,33.33,-1.66,0.3,-2.64,1000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,484,484.0,484.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],950.12,-4.98,-4.03,-1.0,5.53,-3.6,12.57,23.1,311.0,86.0,225.0,27.65,-0.01,0.39,-0.17,1000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
2540,2540,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],950.01,-4.99,-4.03,-1.01,0.36,-4.16,5.33,0.42,3.0,1.0,2.0,33.33,-1.67,0.36,-2.68,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1746,1746,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],949.78,-5.02,-4.03,-1.03,1.59,-1.61,7.18,25.79,332.0,165.0,167.0,49.7,-0.01,0.15,-0.17,1000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
509,509,509.0,509.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],949.48,-5.05,-4.03,-1.06,2.02,-2.63,6.93,0.45,6.0,2.0,4.0,33.33,-0.84,1.05,-1.79,1000,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
457,457,457.0,457.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],949.36,-5.06,-4.03,-1.08,1.53,-4.77,5.06,0.23,3.0,1.0,2.0,33.33,-1.68,1.53,-3.28,1000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
3423,3423,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],949.36,-5.06,-4.03,-1.08,1.53,-4.77,5.06,0.23,3.0,1.0,2.0,33.33,-1.68,1.53,-3.28,1000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
4560,4560,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],949.06,-5.09,-4.03,-1.11,6.25,-5.23,13.86,8.97,110.0,67.0,43.0,60.91,-0.04,0.63,-1.07,1000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
667,667,667.0,667.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],949.0,-5.1,-4.03,-1.12,5.79,-1.52,11.31,38.32,508.0,181.0,327.0,35.63,-0.01,0.25,-0.15,1000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
501,501,501.0,501.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],948.96,-5.1,-4.03,-1.12,2.66,-1.52,15.36,53.5,728.0,269.0,459.0,36.95,-0.0,0.24,-0.15,1000,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
506,506,506.0,506.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],948.73,-5.12,-4.03,-1.14,2.6,-1.52,9.86,32.9,435.0,154.0,281.0,35.4,-0.01,0.25,-0.15,1000,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
124,124,124.0,124.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],948.66,-5.13,-4.03,-1.15,0.0,-2.8,5.13,0.34,2.0,0.0,2.0,0.0,-2.59,0.0,-2.59,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
452,452,452.0,452.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],948.56,-5.14,-4.03,-1.16,0.98,-2.08,5.75,0.77,10.0,3.0,7.0,30.0,-0.52,0.77,-1.07,1000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
3728,3728,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],948.25,-5.17,-4.03,-1.19,1.89,-1.52,14.29,68.03,897.0,445.0,452.0,49.61,-0.0,0.16,-0.16,1000,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
111,111,111.0,111.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],947.93,-5.2,-4.03,-1.23,0.0,-2.34,5.2,0.41,3.0,0.0,3.0,0.0,-1.75,0.0,-1.75,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3288,3288,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],947.93,-5.2,-4.03,-1.23,0.0,-2.34,5.2,0.41,3.0,0.0,3.0,0.0,-1.75,0.0,-1.75,1000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3725,3725,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],947.83,-5.21,-4.03,-1.24,5.33,-3.12,10.48,5.34,69.0,32.0,37.0,46.38,-0.07,0.77,-0.79,1000,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
793,793,793.0,793.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],947.53,-5.24,-4.03,-1.27,2.92,-3.6,16.18,37.87,515.0,182.0,333.0,35.34,-0.01,0.28,-0.16,1000,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
769,769,769.0,769.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],947.53,-5.24,-4.03,-1.27,0.96,-2.16,5.8,0.61,8.0,3.0,5.0,37.5,-0.66,0.7,-1.48,1000,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
4735,4735,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],947.27,-5.27,-4.03,-1.29,0.92,-6.11,6.12,0.34,2.0,1.0,1.0,50.0,-2.6,0.92,-6.11,1000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3293,3293,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],947.23,-5.27,-4.03,-1.3,0.0,-2.8,5.27,0.41,3.0,0.0,3.0,0.0,-1.77,0.0,-1.77,1000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
121,121,121.0,121.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],947.23,-5.27,-4.03,-1.3,0.0,-2.8,5.27,0.41,3.0,0.0,3.0,0.0,-1.77,0.0,-1.77,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
3335,3335,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],946.81,-5.32,-4.03,-1.34,2.04,-1.9,7.55,28.31,363.0,181.0,182.0,49.86,-0.01,0.19,-0.21,1000,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
4398,4398,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],946.78,-5.32,-4.03,-1.35,0.23,-4.95,5.32,0.42,3.0,1.0,2.0,33.33,-1.77,0.23,-2.77,1000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4696,4696,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],946.41,-5.35,-4.03,-1.38,0.0,-5.34,5.35,0.26,1.0,0.0,1.0,0.0,-5.34,0.0,-5.34,1000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
