,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,cci,pvo,willr,kama,ao,sp,psar,atr,adx,aroon,keltner,boll,stochrsi,macd,kst,vol,trix,emad,ema,hichi
1573,1573,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],945.88,-5.41,-4.03,-1.44,3.11,-2.6,8.77,2.39,30.0,8.0,22.0,26.67,-0.17,1.33,-0.72,1000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2887,2887,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],945.84,-5.41,-4.03,-1.44,0.0,-5.39,5.41,0.26,1.0,0.0,1.0,0.0,-5.39,0.0,-5.39,1000,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
4389,4389,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],945.56,-5.44,-4.03,-1.47,3.96,-3.69,6.45,0.81,10.0,4.0,6.0,40.0,-0.52,2.12,-2.28,1000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3558,3558,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],945.48,-5.45,-4.03,-1.48,5.39,-3.03,10.49,3.4,43.0,11.0,32.0,25.58,-0.12,1.44,-0.65,1000,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1011,1011,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],945.17,-5.48,-4.03,-1.51,1.04,-5.74,6.5,0.37,5.0,2.0,3.0,40.0,-1.09,0.55,-2.18,1000,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
3310,3310,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],945.15,-5.48,-4.03,-1.52,7.17,-2.33,12.28,7.06,87.0,27.0,60.0,31.03,-0.05,1.04,-0.55,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
4222,4222,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],944.67,-5.53,-4.03,-1.57,2.42,-3.02,27.49,49.15,696.0,437.0,259.0,62.79,-0.0,0.23,-0.4,1000,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
641,641,641.0,641.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],944.04,-5.59,-4.03,-1.63,0.0,-3.28,5.59,0.34,2.0,0.0,2.0,0.0,-2.82,0.0,-2.82,1000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
4265,4265,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],943.96,-5.6,-4.03,-1.64,5.96,-5.3,11.23,2.6,33.0,12.0,21.0,36.36,-0.15,1.39,-1.04,1000,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
735,735,735.0,735.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],943.66,-5.63,-4.03,-1.67,1.59,-1.63,7.58,27.06,351.0,167.0,184.0,47.58,-0.01,0.19,-0.2,1000,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
1768,1768,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],943.66,-5.63,-4.03,-1.67,2.92,-3.6,16.89,38.59,532.0,196.0,336.0,36.84,-0.01,0.25,-0.16,1000,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1579,1579,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],943.59,-5.64,-4.03,-1.68,3.75,-2.73,7.86,2.26,29.0,14.0,15.0,48.28,-0.19,0.47,-0.81,1000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
900,900,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],943.21,-5.68,-4.03,-1.72,0.25,-2.82,5.68,0.69,9.0,1.0,8.0,11.11,-0.64,0.25,-0.75,1000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
636,636,636.0,636.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],943.04,-5.69,-4.03,-1.74,0.0,-2.33,5.69,0.41,3.0,0.0,3.0,0.0,-1.92,0.0,-1.92,1000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
4161,4161,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],943.01,-5.69,-4.03,-1.74,3.01,-3.44,11.52,1.52,19.0,10.0,9.0,52.63,-0.29,0.94,-1.66,1000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3721,3721,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],942.84,-5.71,-4.03,-1.76,1.84,-1.52,12.91,69.05,909.0,427.0,482.0,46.97,-0.0,0.15,-0.14,1000,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3489,3489,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],942.74,-5.72,-4.03,-1.77,0.96,-1.52,9.08,23.3,302.0,161.0,141.0,53.31,-0.02,0.16,-0.22,1000,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2627,2627,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],942.52,-5.74,-4.03,-1.79,2.94,-3.48,13.38,7.46,96.0,53.0,43.0,55.21,-0.05,0.61,-0.87,1000,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2871,2871,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],941.93,-5.8,-4.03,-1.85,8.26,-5.16,11.75,1.39,18.0,5.0,13.0,27.78,-0.29,2.96,-1.54,1000,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3428,3428,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],941.8,-5.82,-4.03,-1.87,2.48,-2.66,15.32,27.39,378.0,132.0,246.0,34.92,-0.01,0.32,-0.19,1000,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1067,1067,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],941.44,-5.85,-4.03,-1.9,2.04,-4.08,10.48,2.6,34.0,19.0,15.0,55.88,-0.17,0.57,-1.1,1000,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
4528,4528,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],941.31,-5.87,-4.03,-1.92,0.0,-4.17,5.87,0.34,2.0,0.0,2.0,0.0,-2.96,0.0,-2.96,1000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4337,4337,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],941.04,-5.89,-4.03,-1.94,4.19,-5.69,39.27,18.37,272.0,102.0,170.0,37.5,-0.01,1.11,-0.68,1000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
640,640,640.0,640.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],940.46,-5.95,-4.03,-2.0,1.89,-1.53,12.4,10.2,132.0,35.0,97.0,26.52,-0.04,0.43,-0.21,1000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
3063,3063,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],940.22,-5.97,-4.03,-2.03,5.38,-2.27,25.19,53.08,719.0,383.0,336.0,53.27,-0.0,0.29,-0.34,1000,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4875,4875,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],940.14,-5.98,-4.03,-2.04,0.13,-4.06,6.09,0.27,3.0,1.0,2.0,33.33,-2.02,0.13,-3.09,1000,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3169,3169,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],939.94,-6.0,-4.03,-2.06,2.21,-5.1,11.45,1.42,19.0,9.0,10.0,47.37,-0.31,0.94,-1.43,1000,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1575,1575,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],939.61,-6.04,-4.03,-2.09,1.36,-1.43,11.76,72.11,949.0,410.0,539.0,43.2,-0.0,0.15,-0.12,1000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3323,3323,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],939.57,-6.04,-4.03,-2.1,1.93,-1.9,8.39,28.18,363.0,187.0,176.0,51.52,-0.01,0.16,-0.2,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4407,4407,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],939.38,-6.06,-4.03,-2.12,0.0,-4.41,6.06,0.34,2.0,0.0,2.0,0.0,-3.06,0.0,-3.06,1000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3485,3485,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],939.18,-6.08,-4.03,-2.14,7.07,-1.69,12.05,7.93,99.0,31.0,68.0,31.31,-0.05,0.97,-0.52,1000,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
916,916,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],938.98,-6.1,-4.03,-2.16,3.56,-3.64,15.82,4.82,66.0,22.0,44.0,33.33,-0.08,1.2,-0.72,1000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4679,4679,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],938.74,-6.12,-4.03,-2.18,0.82,-4.61,6.71,0.62,8.0,4.0,4.0,50.0,-0.77,0.37,-1.91,1000,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
880,880,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],938.6,-6.14,-4.03,-2.2,2.86,-2.51,17.83,11.15,156.0,38.0,118.0,24.36,-0.03,0.81,-0.31,1000,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1689,1689,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],938.43,-6.15,-4.03,-2.22,2.77,-1.52,10.04,31.84,426.0,136.0,290.0,31.92,-0.01,0.26,-0.14,1000,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1590,1590,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],938.32,-6.16,-4.03,-2.23,3.38,-3.12,9.8,7.32,95.0,46.0,49.0,48.42,-0.06,0.56,-0.64,1000,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
3429,3429,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],937.82,-6.21,-4.03,-2.28,7.31,-2.33,9.59,5.91,74.0,22.0,52.0,29.73,-0.08,1.1,-0.57,1000,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
3028,3028,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],937.38,-6.26,-4.03,-2.33,3.23,-5.57,9.64,4.79,62.0,29.0,33.0,46.77,-0.09,0.72,-0.81,1000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
902,902,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],937.38,-6.26,-4.03,-2.33,0.15,-3.64,6.26,0.38,5.0,2.0,3.0,40.0,-1.27,0.09,-2.17,1000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
556,556,556.0,556.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],937.35,-6.26,-4.03,-2.33,2.72,-3.6,11.38,24.83,332.0,102.0,230.0,30.72,-0.01,0.29,-0.15,1000,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
781,781,781.0,781.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],936.81,-6.32,-4.03,-2.38,0.88,-1.52,7.23,8.21,108.0,44.0,64.0,40.74,-0.06,0.17,-0.21,1000,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
4714,4714,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],936.56,-6.34,-4.03,-2.41,0.17,-6.48,6.48,0.33,2.0,1.0,1.0,50.0,-3.15,0.17,-6.48,1000,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1578,1578,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],936.47,-6.35,-4.03,-2.42,1.31,-1.43,11.82,59.46,782.0,332.0,450.0,42.46,-0.0,0.15,-0.12,1000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
486,486,486.0,486.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],936.35,-6.36,-4.03,-2.43,3.06,-3.08,9.93,5.3,68.0,33.0,35.0,48.53,-0.09,0.59,-0.73,1000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
3309,3309,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],936.22,-6.37,-4.03,-2.45,7.07,-1.69,12.16,7.92,99.0,31.0,68.0,31.31,-0.06,0.97,-0.53,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3829,3829,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],935.22,-6.47,-4.03,-2.55,0.95,-1.35,6.47,0.92,12.0,1.0,11.0,8.33,-0.55,0.95,-0.69,1000,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3331,3331,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],934.56,-6.54,-4.03,-2.62,7.06,-1.69,12.21,7.9,99.0,31.0,68.0,31.31,-0.06,0.97,-0.53,1000,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1071,1071,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],934.53,-6.54,-4.03,-2.62,3.5,-4.15,16.82,3.56,49.0,14.0,35.0,28.57,-0.12,1.46,-0.76,1000,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
3400,3400,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],934.22,-6.57,-4.03,-2.65,3.59,-3.39,13.09,2.65,33.0,16.0,17.0,48.48,-0.19,1.13,-1.43,1000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1809,1809,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],934.05,-6.59,-4.03,-2.67,0.94,-2.04,6.63,1.31,17.0,5.0,12.0,29.41,-0.39,0.49,-0.76,1000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
488,488,488.0,488.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],933.98,-6.6,-4.03,-2.68,2.49,-3.08,10.98,2.25,30.0,8.0,22.0,26.67,-0.22,1.39,-0.8,1000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1589,1589,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],933.48,-6.65,-4.03,-2.73,1.5,-1.43,13.82,61.63,814.0,383.0,431.0,47.05,-0.0,0.14,-0.13,1000,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2881,2881,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],933.41,-6.65,-4.03,-2.74,4.05,-5.56,10.83,0.94,12.0,3.0,9.0,25.0,-0.54,2.76,-1.64,1000,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3433,3433,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],932.9,-6.71,-4.03,-2.79,0.84,-1.52,7.62,6.41,84.0,28.0,56.0,33.33,-0.08,0.19,-0.21,1000,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
505,505,505.0,505.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],932.54,-6.74,-4.03,-2.83,3.06,-3.08,10.13,5.28,68.0,33.0,35.0,48.53,-0.09,0.59,-0.73,1000,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
4061,4061,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],932.39,-6.76,-4.03,-2.85,0.0,-3.86,6.76,0.37,3.0,0.0,3.0,0.0,-2.29,0.0,-2.29,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3286,3286,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],930.86,-6.91,-4.03,-3.0,1.87,-4.56,6.91,0.49,4.0,1.0,3.0,25.0,-1.73,1.87,-2.93,1000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4743,4743,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],930.84,-6.91,-4.03,-3.01,0.21,-5.88,7.11,0.36,3.0,1.0,2.0,33.33,-2.32,0.21,-3.58,1000,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3445,3445,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],929.99,-7.0,-4.03,-3.1,2.64,-2.66,12.72,28.0,377.0,137.0,240.0,36.34,-0.01,0.26,-0.17,1000,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
4864,4864,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],929.84,-7.01,-4.03,-3.11,0.0,-7.0,7.01,0.23,1.0,0.0,1.0,0.0,-7.0,0.0,-7.0,1000,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,1691,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],929.78,-7.02,-4.03,-3.12,2.66,-1.52,18.2,48.02,671.0,231.0,440.0,34.43,-0.01,0.27,-0.15,1000,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
155,155,155.0,155.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],929.58,-7.04,-4.03,-3.14,1.99,-1.57,14.39,9.96,128.0,41.0,87.0,32.03,-0.05,0.64,-0.38,1000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
4675,4675,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],929.08,-7.09,-4.03,-3.19,0.92,-7.91,7.92,0.31,2.0,1.0,1.0,50.0,-3.5,0.92,-7.91,1000,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4557,4557,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],929.04,-7.09,-4.03,-3.19,6.01,-3.11,12.98,5.98,75.0,29.0,46.0,38.67,-0.09,0.86,-0.68,1000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2857,2857,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],927.47,-7.25,-4.03,-3.36,5.21,-5.94,9.81,0.49,6.0,1.0,5.0,16.67,-1.19,5.21,-2.46,1000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4860,4860,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],927.42,-7.25,-4.03,-3.36,4.45,-3.48,24.68,36.46,504.0,291.0,213.0,57.74,-0.01,0.33,-0.47,1000,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
893,893,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],927.3,-7.27,-4.03,-3.38,0.24,-2.82,7.27,0.67,9.0,2.0,7.0,22.22,-0.83,0.13,-1.1,1000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
3326,3326,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],927.07,-7.29,-4.03,-3.4,1.93,-1.9,9.8,27.28,355.0,169.0,186.0,47.61,-0.02,0.18,-0.2,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2876,2876,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],926.71,-7.32,-4.03,-3.44,0.0,-4.41,7.32,0.33,2.0,0.0,2.0,0.0,-3.72,0.0,-3.72,1000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
653,653,653.0,653.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],926.45,-7.35,-4.03,-3.46,3.01,-1.97,15.39,9.9,128.0,46.0,82.0,35.94,-0.05,0.76,-0.51,1000,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
4149,4149,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],926.0,-7.4,-4.03,-3.51,3.16,-5.9,19.54,7.38,101.0,48.0,53.0,47.52,-0.06,0.78,-0.83,1000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2625,2625,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],925.97,-7.4,-4.03,-3.51,4.17,-6.78,26.96,3.98,58.0,36.0,22.0,62.07,-0.11,0.91,-1.78,1000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2611,2611,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],925.7,-7.43,-4.03,-3.54,5.34,-3.47,25.44,51.16,726.0,341.0,385.0,46.97,-0.01,0.31,-0.28,1000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2633,2633,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],925.7,-7.43,-4.03,-3.54,5.34,-3.47,25.44,51.16,726.0,341.0,385.0,46.97,-0.01,0.31,-0.28,1000,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4663,4663,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],925.46,-7.45,-4.03,-3.57,0.0,-2.99,7.45,0.29,4.0,0.0,4.0,0.0,-1.91,0.0,-1.91,1000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4151,4151,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],924.99,-7.5,-4.03,-3.62,3.45,-5.01,19.22,4.8,64.0,36.0,28.0,56.25,-0.11,0.83,-1.31,1000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4700,4700,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],924.78,-7.52,-4.03,-3.64,2.6,-5.11,9.86,0.47,6.0,1.0,5.0,16.67,-1.26,2.6,-2.03,1000,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4559,4559,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],924.71,-7.53,-4.03,-3.65,3.22,-3.29,11.43,4.6,60.0,28.0,32.0,46.67,-0.12,0.69,-0.82,1000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
630,630,630.0,630.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],924.53,-7.54,-4.03,-3.66,1.89,-1.53,13.66,14.1,182.0,45.0,137.0,24.73,-0.04,0.43,-0.19,1000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2858,2858,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],924.08,-7.59,-4.03,-3.71,1.57,-4.85,9.94,0.66,8.0,4.0,4.0,50.0,-0.95,1.03,-2.93,1000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
4835,4835,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],923.96,-7.6,-4.03,-3.72,0.51,-4.46,8.06,0.48,4.0,1.0,3.0,25.0,-1.93,0.51,-2.75,1000,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
493,493,493.0,493.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],923.87,-7.61,-4.03,-3.73,2.6,-3.6,11.41,25.37,337.0,101.0,236.0,29.97,-0.02,0.25,-0.13,1000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1568,1568,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],923.78,-7.62,-4.03,-3.74,1.31,-1.43,13.5,61.32,815.0,355.0,460.0,43.56,-0.01,0.14,-0.11,1000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3341,3341,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],923.51,-7.65,-4.03,-3.77,3.99,-4.7,16.38,6.59,83.0,30.0,53.0,36.14,-0.08,0.97,-0.68,1000,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
3327,3327,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],923.22,-7.67,-4.03,-3.8,4.87,-3.83,17.3,2.2,30.0,15.0,15.0,50.0,-0.25,0.9,-1.39,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3554,3554,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],922.9,-7.71,-4.03,-3.83,1.24,-4.0,7.71,1.98,26.0,10.0,16.0,38.46,-0.3,0.52,-0.81,1000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4075,4075,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],922.62,-7.73,-4.03,-3.86,0.0,-7.72,7.73,0.25,1.0,0.0,1.0,0.0,-7.72,0.0,-7.72,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4535,4535,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],922.62,-7.73,-4.03,-3.86,0.0,-7.72,7.73,0.25,1.0,0.0,1.0,0.0,-7.72,0.0,-7.72,1000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4079,4079,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],922.62,-7.73,-4.03,-3.86,0.0,-7.72,7.73,0.25,1.0,0.0,1.0,0.0,-7.72,0.0,-7.72,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4107,4107,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],922.62,-7.73,-4.03,-3.86,0.0,-7.72,7.73,0.25,1.0,0.0,1.0,0.0,-7.72,0.0,-7.72,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
4086,4086,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],922.62,-7.73,-4.03,-3.86,0.0,-7.72,7.73,0.25,1.0,0.0,1.0,0.0,-7.72,0.0,-7.72,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
778,778,778.0,778.0,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],922.34,-7.76,-4.03,-3.89,2.1,-3.6,8.92,18.72,249.0,93.0,156.0,37.35,-0.03,0.21,-0.17,1000,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1644,1644,,,[2022-01-01 00:00:00] -> [2022-03-01 23:55:00],922.24,-7.77,-4.03,-3.9,1.72,-1.52,9.49,30.15,396.0,158.0,238.0,39.9,-0.02,0.19,-0.15,1000,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
